record_id,given_name,family_name,DOB,sex,phone_number,household_street_address,household_zip,parent_given_name,parent_family_name,parent_email
19440672,ZACHARY PHILLIPP,VIETH,2014-10-13,M,3037669420,3918 ASPEN HOLLOW CT,80104-3322,EDELGARD ULRIKE,VIETH,TUCHEL@PARODIEACCOUNT.EDU
19443408,DANIELLE DELIA,SUAZO,2010-02-24,F,7205351046,10356 QUAIL ST,80021-6634,JORGE LIBERTO,SUAZO,UNCLEJORGE@GESTIFUTE.COM
19440813,EMILY BERRY,MARRS,2010-02-01,F,3034049274,1682 S EVERETT ST,80232-6530,TEDDY RENFRED,MARRS,ELISE@MUDDYSNEAKERS.ORG
19442082,NAWEED ARIA,HOSHMAND,2009-03-24,M,7203441900,17764 E DORADO AVE,80015-3087,DANA FARBOD,HOSHMAND,RFLANDEZ@USHMM.ORG
19437785,HA|EY F.,HITT,2014-02-26,F,3033465985,1503 BRADLEY DR,80305-7370,QUINTEN(ERIC),ADAMS,QUINTENRULES@GMAIL.COM
19441542,MADISON LEXY,FORMBY,2009-05-22,F,7203288851,10061 TEJON WAY,80260-6379,JERRARD DALE,SCRUGGS,DOERAK@RUG.NET
19442484,DAKOTA MANUS,CONNER,2014-07-08,M,3039484486,1937 S JAY CT,80227-2516,CAVANA KAITLYNN,CONNER,BOGOTA@AVANCESERVICIOS.NET
19441710,SIMONE ROSALIND,BRIGHT,2012-09-16,F,3038054909,607 UTICA ST,80204-2946,JEFFREY DEXTER,BRIGHT,JEFFREY.ROSE@USFREEDOMFIGHTERS.ORG
19437608,EVELYN CYNTHIA,BELMONT-SMITH,2012-07-31,F,3039042711,4255 KITTREDGE ST APT 2121,80239-5713,BELMONT,CARRR'IE ADA,PETRESCUE4LIFE@NAVER.COM
19438256,BABY BOY,MARTINEZ,2010-02-08,F,3036040774,3710 UPHAM APT 4,80033-6270,MARIA TERESA ALEJANDRA,MARTINEZ,DDEMARS@LOANDEPOT.COM
19438552,ANTHONY JOSE,ESPINOZA,2014-01-20,M,7206393190,3 STERLING DR,80015-3333,FNU MANUEL,ESPINOZA,MANUEL@WETESTIFY.ORG
19443699,MICHAEL PERRY,TARTER,2009-02-05,M,3037867882,3545 S NELSON CIR UNIT 9-102,80235-1231,DOREEN EVIE,TARTER,AITCH@NORTHERNQUARTERZ.COM
19441446,REBECCA GEORGIANA,STEPHAN,2009-03-01,F,7209814669,2535 S HOOKER ST,80219-5822,MOLLY ROBIN,STEPHAN,JEROEN@ZWOLTOPIA.EDU
19442697,ERICK ANGEL,CARDENAS,2009-04-21,M,3037985815,2284 S ORCHARD ST,80228-6471,MARIA GUADALUPE,CARDENAS,
19443660,PARKER TRISTAN,LINDMAN,2014-03-10,M,,10321 EATON ST,80020-4154,JAMAICA DYANI,LINDMAN,BCHAPMAN@CASSANOS.COM
19441056,CODY CADE,WHITE,2012-05-22,M,3037389660,868 S ONEIDA ST APT H308,80224-1776,DAVIDA MADONNA,WHITE,DAVID@HACKHUSTLE.NET
19441440,NATHANIEL IRVING,CRAIG,2012-07-05,M,,318 MILLER AVE,80601-2941,ELIOT TRISTAN,CRAIG,NOELIATD@HOTMAIL.ORG
19440540,DYLAN MAX,KROLL,2010-10-09,M,3033440194,122 S JOLIET CIR APT 306,80012-1079,ALICIA NURIA,CORDERO,GALICIA@COPE.EDU
19437860,MARIA ILSE,REINHARDT,2001-04-27,F,3038145911,792 S WOLCOTT CT,80302-6659,DAVID,WISKE,PORNGRILS202@GMAIL.COM
19442652,JUVENTINO OSWALDO,HERRERA,2011-11-28,M,3034556109,7911 QUITMAN ST,80030-4477,KARINA NADIA,HERRERA,HERRERA.NADIA112@ARINNAENTERTAINMENT.COM
19441200,GABRIELLE JANET,GREENFIELD,2013-04-09,F,,2905 AURORA AVE APT 131,80303-2262,JOHN LENNARD,GREENFIELD,CBREESE@GREENFIELDIN.ORG
19441581,DUSTIN JEFF,GREGG,2011-03-29,M,3033730456,7518 S WEBSTER CT,80128-4857,PHILIP SYLVESTER,GREGG,PHILIP.BARRETT@ARTISTGRP.COM
19440273,JENNIFER LILJA,AMUNDSON,2013-01-17,F,3037732364,4148 S CRYSTAL CT APT 1325,80014-4233,WILMA MICHAELA,LIND,LIND.WILMA312@EASTSWIMMING.ORG
19443720,AMARA XENIA,FAISON,2009-06-26,F,3034244581,8705 W 95TH AVE,80021-4340,SINCLAIR NATHANIEL,FAISON,ERICKLAI@ERICKLAI.COM
19443558,LINDSEY ROMINA,MONDRAGON,2011-11-12,F,3035438664,314 CRAWFORD CT,80401-4823,CRISTHIAN JOSE MARIA,MONDRAGON,CONTACT@PANZERDRAGOON.COM
19443324,DANIEL EDUARDO,DONEZ,2011-03-02,M,3036885141,17657 TYCOON AVE,80465-8653,KARINA NIKOLINA,DONEZ,EDWARDSB@DICKINSON.EDU
19441290,ANGELIQUE LAURA,BEACHAM,2009-09-25,F,3034849465,18956 W 59TH DR,80403-2116,TOM NORMAN,BEACHAM,TOUR@SAMSARABEACH.EDU
19439424,CALVIN TYRONE,WATT,2007-02-27,M,3039720428,14230 E DICKINSON DR,80014-2372,SHAWNA RITA,WATT WATT,GRUNNILLFITNESS@GMAIL.COM
19441263,MORGAN GERMAINE,GREEN,2009-03-14,F,3034640882,10780 E 162ND DR,80602-7508,CRISPIN REMUS,GREEN,TICKET@SPININGREEN.EDU
19441071,EMMA KERENA,NAYLOR,2012-03-24,F,3033719195,2025 INFINITY CIR UNIT 251,80401-7355,ELENA GERTRUDE,NAYLOR,SELENA@WE.ORG
19440399,KAYLEE PETRA,BEILER,2009-11-06,F,3032874324,2780 TRAILBLAZER WAY,80109-3651,INNA SEMINA,AGUINIS,JOANNAJ@EDUFAN.ORG
19441629,ANNA LISA,PLUME,2014-03-16,F,3033375944,9792 OGDEN CT,80229-7820,ANTHEA TARA,SADLER,CYNTHIA@DREAMLEAGUE.EDU
19443831,MARK ADAM,BLAIR,2011-08-19,M,7208519099,2101 MARKET ST APT 130,80205-2004,MARCEL OSCAR,BLAIR,MARCELO@MABA.COM
19438134,JULIAN LES,LUCAS-MCHENRY,2013-07-25,M,3032159000,9823 ZEPHYR DR,80021.0,FREDERICK LORNE,MCHENRY,FREDERICK.LORNE@RFM.EDU
19443057,RIKKI ZAHARA,PADILLA,2013-01-02,F,,11494 E 118TH AVE,80640-7425,AXEL ANTONIO,PADILLA,DSOMERS@DEAFVILLAGEIRELAND.COM
19437715,BRANDON LENNY,HOLLISTER,2014-02-05,M,3037330289,5371 W DORADO PL,80123-0858,ANGELA LIIONA,ROBINSON,
19443723,CARMEN DEBORAH,RAMEY,2012-07-16,F,3036604980,10300 TOMAHAWK RD,80138-7808,LOTTIE MABEL,RAMEY,H.KROL@TWEEDEKAMER.EDU
19440780,RUSSELL ALVIN,CARTER,2011-07-02,M,3033886308,2101 E HARVARD AVE APT 208,80210-5237,MILTON EDGAR,AYLWARD,SWATTS@HAMILTONHARBOUR.EDU
19438164,SARAH BRITNEY,PRATTE,2010-11-29,F,,2101 CRAMNER CT,80439-9423,MICHAEL CARTER,PRATTE,MCPRATTE02@GMAIL.COM
19442835,JEREMIAH HERNANDO,ARELLANO,2013-08-19,M,,5635 E 124TH WAY,80602-9659,JOSE ARMANDO,OVALLE,
19443333,RAFAEL HUGO,HINOJOSA,2012-11-22,M,3037662354,7491 LOCUST ST,80022-1345,LUCAS JOSUE,HINOJOSA,JO.HINOJOSA@CONSUMIDORES.NET
19441182,EMMA LIZZIE,SHIPTON,2012-02-08,F,3034034090,1782 E 100TH PL,80229-3950,JADE MILDRED,SHIPTON,SARAH@SETTHETONE.NET
19438468,SACKETT WINDSOR,TERRY,2013-01-29,M,3036379973,212 MCGREGOR CIRCLE,80204-3571,STEFANIE LACEY,TERRY,TERRY.LACEY176@CSTARLEAGUE.COM
19440048,DONG KYONG,BU,2010-08-09,M,3036008160,7536 S EMERSON CIR,80122-3059,JII HWAN,PARK,ROBERT@DESIGNER.ORG
19442460,ALEXA NELDA,MORAN,2013-10-19,F,3034392312,5150 MILWAUKEE ST,80216-2335,PHELAN BUAGH,MORAN,VBORDELON@PERALTA.EDU
19439281,IVY MYRA,WRIGHT,2008-12-11,F,,9090 PRAIRIE SKY LN,80124-5209,CARLTON DALE,WRIGHT,SADAKKEY@GMAIL.COM
19438817,BAILEY FERNANDA,ARGUELLA,2009-06-09,F,3034668561,400 POTOMAC CIR                 APT 684,80011-8584,MANOLITO OSCA,HERNANDEZ,GUITARRA@HOTMAIL.COM
19441662,RAVEN CHELSEA,COO,2014-01-27,F,,10146 WESTSIDE CIR,80125-8992,RYAN LEO,COO,JAY@JAYBRYANT.COM
19438578,MICHAEL JOSE,ARELLANO,2011-10-22,M,3034579012,19351 S E BERRY PL,80015-5149,ISABEL,ARELLANO,HOOKS267@GMAIL.COM
19437928,SAVON ELLIOT,FORREST,2009-05-28,M,3034991684,5033 S MEADOW LAR;,80109-8476,LAYTON,HARRISON,VINOLOGICA@VINOLOGICA.COM
19441113,ASHLEIGH BLANCHE,WILSON,2010-01-20,F,3039379589,4660 W HAMILTON PL,80236-2101,KYRAN ASHLEY,WILSON,SIOBHAN@MUMSTOWN.NET
19442358,ZOE LIADAN,RYAN,2011-06-27,F,3036835688,16866 E PEAKVIEW AVE,80016-5044,CARLEEN REGANNE,CALLAHAN,KAREN.LEE.MP@PARLIAMENT.COM
19443879,JAMES ADRIAN,MONTEITH,2010-04-14,M,3032338949,760 36TH ST,80303-2438,DARRYL REAGAN,MONTEITH,LARRY@LLIOI.COM
19440864,SHANNON AILEEN,NOLL,2011-11-19,F,3039407566,2600 BASSWOOD ST,80260-5705,RIDLEY GENE,NOLL,CCRISLER@POLARIS.EDU
19440162,TALON DANIEL,WINBLOOD,2013-11-11,M,3037309678,6810 SIMMS CT,80004-2561,BISIRAT MHRET,WINBLOOD,MH.WINBLOOD@INSPIRATIONVZW.EDU
19443435,JONATHAN ARSENIO,ROMAN,2012-10-07,M,3033463036,4555 HEARTWOOD WAY,80109-7982,V NEBYAT,ROMAN,C.J.ROMANO@SPRINT.COM
19439479,DERICK LANDON,SENA,2002-03-09,M,3037727138,9681 ORANGEWOOD DR,80260-5451,CRYSTAL THAIS,ANDRADE,ANDIES.2018@GMAIL.COM
19440969,DONAVAN BYRON,MOORE,2010-04-03,M,3037729552,6146 S NIAGARA CT,80111-4441,SHAUN PAUL,MOORE,DAVIDGUENOUN@ORANGE.EDU
19440777,DANIELLE CHARITY,NORTON,2009-04-13,F,3039898585,225 S HARRISON ST APT 404,80209-3429,BARNABY TYRONE,NORTON,ERLAND@MOTORMOUTH.ORG
19442742,GREGORY GENOVEVO,CAMPOS,2012-06-03,M,3038280279,2839 W DAVIES DR,80120-2933,CHRISTOPHER CARLOS,CAMPOS,CHRISTOPHER_RAO@CBU.COM
19438772,KYLENE MAE,KARREN,2010-02-18,F,3034101574,12790 ESPERA WAY,80134-6660,JORDAN JUSTIN JA,KARRREN,JJKERREN@YAHOO.COM
19439719,MARIANGEL,HERMOSURA,2007-05-26,F,3039933460,10248 NORTH SALIDA STREET,80022-8801,LUPITA QUICHAUE,TUCKER-HERMOSU,LQUICHAUEL@HOTMAL.COM
19440465,ALLI ELFRIEDE,EHRMAN,2014-10-19,F,3037217921,11020 W WALKER DR,80127-2424,HARRISON THEO,EHRMAN,GRANT.HARRIS@MYRESMAN.COM
19440369,VALERIE YVONNE,NIEMEYER,2009-12-24,F,3036420469,22027 E ROWLAND DR,80016-6191,THOMAS AXEL,NIEMEYER,THOMASGR@PARLIAMENT.ORG
19440495,YASMINE ROSEMARIE,MILLER,2012-03-22,F,3032332862,3621 STARFLOWER RD,80109-8452,JULIA BARBARA,MILLER,COUNCIL@OAKVILLE.EDU
19441761,TREVOR JOHN,MITCHELL,2011-12-13,M,3039867191,6609 S FORESTHILL ST,80120-3305,MONICA SCARLETT,MITCHELL,CONTACT@AUSTINMICHELLE.COM
19442988,JULIAN YAIR,VALERO,2012-03-29,M,3032801107,310 S AMES ST APT 4,80226-3656,LARA DANIELA,VALERO,AUDIA81969@LIBERO.COM
19442376,MARCUS FAGAN,GRAVES,2011-03-20,M,3033625312,400 NEWPORT ST,80220-6020,JUSTIN MURPHEY,GRAVES,M.GRAVES@JUSTICEANDPEACE.ORG
19441986,ERICA LINDY,WILSON,2013-08-14,F,3035249078,10285 CARRIAGE CLUB DR,80124-9770,KAYLEY LORRAINE,WILSON,BSMALLWOOD@CIVILBEAT.ORG
19436381,RICHARD,MANALANSAN,2012-02-18,M,3035825745,10632 W FLORIDA AVE APT A,80232-5073,"VICTORIA, VICTORIA AVERILLA",MANALANSAN,LDEACON@BREITBART.COM
19442046,SHAWNEA FLORRIE,GILES,2013-06-08,F,3036472012,80 S JERSEY ST,80224-1035,NICOLA DIANA,GILES,PHILNICOLAIDES@RMC.EDU
19440768,FABIAN FRANKLIN,HOWARD,2013-01-20,M,3037978618,5726 RALEIGH CIR,80104-5276,PRUDENCE DENA,HOWARD,ASKHUPRESIDENT@HOWARD.EDU
19441665,BRIAN ELTON,WILKERSON,2013-02-13,M,3034672686,15415 W BALTIC AVE,80228-6412,SAPPHIRE SUSAN,WILKERSON,BR@DIREKT.NET
19439277,MERCEDES A,OLIVER,2016-08-02,F,,9044 EDGEWOOD,80130,CLIFF THOMAS,OLIVER,CLIFF654@GMAIL.COM
19439099,DANTE DAMIEN,JIMENEZ,2010-06-29,M,3034234111,3934 N HUMBOLDT ST,80205-3334,JOEL AE,JIMENEZ,JIMENJAE@GMAIL.COM
19439399,LOLA REGINA,SANTAMARIA,2017-02-05,F,3037910261,16 VIKING DR,80113-7053,JOSE,*SANTAMARIA*,SANTAMARIA.JOSE208@LONGCOVETX.COM
19442532,JOSE AZNAR,LOYA,2012-01-14,M,3037740460,9596 FIRENZE WAY,80126-3608,JUANA MAURA,LOYA,NATHANIA@PILOSOPOTANYA.COM
19443738,V DA-XIA,WU,2009-01-07,F,3032883160,16363 E FREMONT AVE APT 1034,80016-2257,JURO SPASOJE,WU,SAHIL@ROGUAGENCY.ORG
19440558,SKYLAR GERLINDE,KOCH,2010-12-11,F,3037330670,843 JAMES ST,80501-6444,MAIK HENNING,KOCH,WIBI@MISSBLOCKCHAIN.EDU
19442241,MATTHEW DORRIN,SWIFT,2011-12-11,M,3036933087,5424 S HALEYVILLE WAY,80016-4275,MOIRE ADAN,SWIFT,ASIEHISTOIRE@LAPOSTE.NET
19442172,LAVIERLEON KHANG,DINH,2009-08-27,M,3034403468,9349 W 104TH DR,80021-3825,THANH CO,DINH,
19442052,YASMEEN 'ABAL,GRAMILLO,2011-03-17,F,3036178839,20 AMARANTH DR,80127-2607,P HUNAYDAH,GRAMILLO,AMARNA@AMARNAMILLER.COM
19440204,MAGGIE ELINA,ERICSON,2012-09-07,F,3033205987,2843 S BANNOCK ST,80110-1516,JUNI ALEKSANDRA,ERICSON,LCAMPBE4@RICHMOND.EDU
19439030,HANNAH MAYELLA,ZINK,2011-09-21,F,3037986325,14251 E DICKINSON DR UNIT D,80128-5177,DENNIS PAT,ZINK,E.ZINK@FAZEMIYAKE.COM
19438100,CA|VIN,SERRANO,2014-07-02,M,3033206517,589 TOL|AND,80108-8353,S YAKUE,SERRANO,BRUTALPOSTERS@GMAIL.COM
19440120,JAYLENE NEGISTI,SPERRY,2009-02-13,F,3037217158,8976 EDGEWOOD LN,80130-5122,SHUKORNIA LETE,SPERRY,RACHAELR@ANIMALLEAGUE.ORG
19438258,CRISTIAN ZACARIAS,MEJIA,2013-10-07,M,3039352072,613    QUITMAN ST,80204-3003,J. MELQUIADES,MEJIA,DAMMY_JEDA@YAHOO.COM
19442736,KEVIN ZACARIAS,MELENDEZ,2009-02-10,M,3037412244,2195 STONY HILL RD,80305-6828,LEONARDO ADRIANO,MELENDEZ,LDENARDO@UCLA.EDU
19440909,KATHARINE CONNIE,FLANDERS,2013-11-11,F,,10783 W DARTMOUTH AVE,80227-5611,ELLEN ALANNA,FLANDERS,ELLEN@DICE.COM
19440489,KRISTEN MARITA,KAUTZ,2009-02-07,F,3037694944,8818 W GLASGOW PL,80128-4240,KLARA ANNE,KAUTZ,BILGI@SOLARLAMBA.NET
19442901,LUIS CRISTIAN,GUTIERREZ,2010-07-07,M,3039728256,14977 E 50TH DR,80239-4282,ANITA FLORA,GUTIERREZ,GUTIERREZ.FLORA147@THEBAKERTWINS.COM
19441095,MADELEINE YASMIN,BROWN,2013-12-23,F,,4568 S FRASER WAY,80015-1207,FREDERICK ALF,BROWN,INEED@FEDERICAAMBROSINI.EDU
19438156,CYMRY JESSIE,SWEET,2014-07-10,F,3039326372,125 CHANDLER RD,80303-2448,ROBWRT WU,SWEET,RWU344@GMAIL.COM
19437614,BRANDON MARLON,OUELLETTE,2010-09-17,M,3038407410,2540 KENTON ST APT 3,80010-1366,MICHAEL,OUELLETTE,STRANDEDSPIRIT@GMAIL.COM
19442676,ALEXSIS JOSEFINA,SANCHEZ,2011-02-25,F,3032795342,1230 S FLOWER CIR # 7D,80232-2016,RONALDO PABLO,SANCHEZ,BROOKLYNMOORE@LOVERANCH.NET
19442145,DA DIEN,ROLLEN,2010-12-22,M,3032551670,4930 DURHAM CT,80239-6452,JENNIFER POPPY,ROLLEN,BYJENNIFERMARCELLINA@YAHOO.COM
19437559,CONNER JADEN,CLARK,2014-07-18,M,3032805283,16018 E CORNELL PL,80013-1848,J W!KTOR,CLARK,JAMES_W_CLARK@GMAIL.COM
19442151,JANET XINH,DOAN,2009-07-10,F,7208512110,950 28TH ST APT 104,80303-2434,BANG SU,DOAN,
19438991,HANNAH GI,NOH,2012-09-05,F,3033663355,727 5TH DR,80401-5183,SANG-OOK,KIM,SAITSCAPER@GMAIL.COM
19438014,KATHRYN,STRONG,2013-07-25,F,3036705261,361B MARKET ST,80013-4700,STEPHANIE U.N.K.,WAYNE MUSGROVE,VIXMELDREW@GMAIL.COM
19438148,IZABELLA TAMMY,BROCK,2011-12-14,F,3032804894,7382 S EUDORA WAY,80111-6241,DONALD ~~~~ 'REGGIE',BROCK,BROCK@APPINTHEAIR.EDU
19440543,JACKSON VICTOR,HESS,2014-10-10,M,7206858791,1924 PARIS ST,80010-1621,KRISTEL EDELTRAUD,HESS,HSE.REVISTAENFERMERIA@SSIB.COM
19441842,BROOKLYN KITTY,LITTLE,2009-10-17,F,,5260 E 131ST DR,80241-2330,MANFRED TRISTAN,LITTLE,GGATTIRE@CDPWISE.NET
19437691,EMILEE BABS,NELSON,2014-03-30,F,3033260606,9696 W SWARTHMORE DR,26836.0,JENNNIFER LINDA,NELSON NEELO,FREEMUSIC1BOOKING@GMAIL.COM
19440480,JILLIAN EVELINE,KOLMAN,2009-08-25,F,3034667243,7008 FOREST RIDGE CIR,80108-3618,BRUNHILD LEA,KOLMAN,
19442256,LEIGH ORLA,MCLEAN,2013-08-11,F,3035161360,7022 S DAVIES ST,80120-3526,NAOMHAN JARLATH,MCLEAN,SACHIKO@HANAHOPE.EDU
19438978,ZACHARY LOUISE,JOHNSON,2012-06-08,M,,108876 LITTLE WILLOW COURT,80215-5819,LAURA,JORJA FORD JOHNS,ITSTHEGOAT24@GMAIL.COM
19443885,ALEXANDRA DANIELLA,ARMOUR,2009-06-02,F,3034442210,5743 W 71ST CIR,80003-3807,EVAN GREGOR,CAMPBELL,SHANGISM@PACBELL.NET
19439303,AINSLEY CASSANDRA,ARMENTA,2016-08-19,F,7209290734,56 SUNSET BLVD,80601-8776,FNU HUMBERTO,ARMENTA-PORIX,HUMBERTO.PORIX@GMAIL.COM
19442073,HAMZA DHUL FIQAR,SHUBBAK,2011-10-11,M,3037987955,6410 W 48TH AVE,80033-3666,SHAMILAH HANEEFA,SHUBBAK,BA@SL.COM
19439172,MICHAELA AMALIA,GALLARDO,2013-06-08,F,3036788375,1120 CHERRYVILE WAY,80223-3719,MAXINE MICAELA,GALLARDO,MGALLEGOS3@GMAIL.COM
19438644,MARKUS DALLEN,MC DONALD,2011-08-31,M,3036551739,13537 DETROIT STREET,80241-1335,LAUREN MAOLI MAOLI,MCDONALD,MAOLIMCD@GMAIL.COM
19442556,MARYANN TRINIDAD,QUINTANA,2013-04-10,F,3036708830,497 W 91ST CIR,80260-6892,MARIO IVAN,QUINTANA,RICH.WILLY@UMONTANA.EDU
19438718,RICHARD JACKIE,DILL,2014-07-26,M,3038401123,9758 LAREDO ST UNIT 16A,80022-9004,CHEL SEA ALI8CE,DILL,MOBVUL@GMAIL.COM
19438554,LILLIAN MIRANDA,SOSA,2012-12-17,F,3035374819,85 N 7TH AVE,80033-4555,NICOLE-MOLLIE MNU,SOSA,SOLOPOLIZAS@GMAIL.COM
19442334,JOHN CATHMORE,DOHERTY,2012-03-02,M,3034305993,4642 NUTMEG PL,80109-4572,KAITLAN LERNE,DOHERTY,HOLIDAYS@TRAVELBROKER.ORG
19439768,CARA ANNE,O'KANE,2007-12-03,F,3033712630,800 110TH ST,80303-2463,FERHAT MESUT,CETIN,
19442727,ROBERTO JOAQUIN,REAL,2012-09-04,M,3034285112,2305 13TH ST APT 4,80304-4125,MARCO ANIBAL,NUNEZ-BONILLA,BETH@COMMUNITYEDITION.ORG
19440960,AUGUST DARELL,KENNEY,2013-03-17,M,3039759688,1600 S MEADE ST,80219-4554,DAMIAN DWAYNE,NEWCOMB,YK@MANGELE.COM
19439912,EDWARD ALFREDO,MAGANA-FLORES,2013-04-05,M,3032322750,6274 S PRESCOTT ST,80026-2544,DAISY,MAGANA FLORE,DAISYFLOWERS@GMAIL.ORG
19440036,MAKAIO MARC,FRAZIER,2013-07-06,M,3036831780,15489 E FLOWER MOUND PL,80134-3089,KAYLA ARLENE,FRAZIER,AYOOO@KAYLAN.ORG
19439003,OLGA IMOGEN,MARTIN,2013-11-15,F,7202046713,1947 N. CLARK CT APT 202,80516-7213,A M,MARTIN,MARTIN_ASHLEY@GMAIL.COM
19441155,REAGAN BERNICE,SCHOFIELD,2013-05-13,F,3037919314,12443 CLAYTON CT,80241-2736,ANTHEA EUDORA,WILLETT,JEANINE@THEATRELOVETT.COM
19439075,PASQUAL MATHIAS,MOEDER,2007-10-02,M,3036810946,159       RANKIN,80403-8368,MICHAEL ARNOLD WERNER,MOEDER,METOD.SPORTS@GMAIL.COM
19440603,ETHAN DOMINIK,LEONHARDT,2012-05-24,M,7205354811,2880 SUNDOWN LN APT 108,80303-7511,JESSICA DOROTHEA,LEONHARDT,CJESSICA@SSCHTO.ORG
19442370,ERIN MORELLA,CURLEY,2012-03-28,F,,3192 STARRY NIGHT LOOP,80109-3747,SHAYNE EACHAN,CURLEY,CURLEY.SHAYN370@HAYLEYCASSIDY.COM
19442808,EMMANUEL ANTERO,LEMUS,2009-06-27,M,,13991 BRAUN DR,80401-6826,JACOBO NICOLAS,CRUZ,GROOVY.JACOB@OURDAY.EDU
19438763,C QUEENIE,GREGORY,2014-02-05,F,,2020 GOSS ST,80302-6529,KELLY SAF-ETE,GREGORY,KELLY@INTRO.COM
19438224,THANG SAM,KHAI,2009-01-27,M,3038402524,5622 W. 77TH AVE.,80003.0,NHUNAM,KHAI,SLUGTWO666@GMAIL.COM
19439306,MARIA CARMEN,GARCIA,2018-06-22,F,3037419226,46 NORTH PRAIRIE PKWY,80601-8776,WILLIAM FEDERICO,GARCIA,HIERDADA221@GMAIL.COM
19437824,ANGEL DANIEL,RAMIREZ-JIMENEZ,2012-04-11,M,,9599 JUNIPER WAY,80007-7526,DAVID,RAMIREZ-JIMENEZ,DJIMEN@AOL.COM
19440456,KEVIN TORSTEN,KRUZEL,2010-01-16,M,3032020685,1635 W FLORIDA AVE,80223-3401,ARIAN LANVIN,KRUZEL,IS@ARIANAGACCESS.ORG
19441674,MADISON ROXANNE,PATTEN,2012-02-13,F,7208706249,1490 W 102ND PL,80260-6291,KEVIN EDMOND,LUNT,E.LUNT@GLASNEVINTRUST.EDU
19438781,TAE,VIGIL,2012-02-06,M,,1022 S GAY DR,80501-6652,RANDY,INSERT LAST NAME,ALWAYSVIGIL@GMAIL.COM
19443093,ALONSO WALBERTO,VASQUEZ OROZCO,2010-08-06,M,7206393190,1945 PEORIA ST APT 103,80010-1644,FLORENTIN RAMON,PEDRAZA,FLORENTINE@HENNEMANAGENCY.NET
19440045,YCIDRO THEOBOLD,MANAOIS,2013-07-16,M,3037366660,5963 S KRAMERIA ST,80111-4238,BALDWIN ASTON,MANAOIS,LIMAJACK@INDIANA.EDU
19438070,SAMNTHA EDWINA,FREENY,2012-12-16,F,3037789094,837 SARATOGA DR,80125-8899,EUGENIA GABRIELLA,FREENY,MANIKELLY460@GMAIL.COM
19439167,JUAN GABRIEL,PEREZ,2005-10-28,M,3037219742,9201 SOUTH OBERON RS APT 300,80004-5204,ANNA MARIA,VELAZQUEZ-PER,MISTRESSANNA@GMAIL.COM
19441965,JACOBA NOREEN,NELSON,2013-02-22,F,,24762 E ROWLAND PL,80016-7169,SANDY KAY,NELSON,KA.NELSON@PANDAANALYSE.ORG
19442943,ZACHARY ANGEL,QUINTANA,2010-02-18,M,3038404419,9613 W DAVID PL,80128-5108,ANTONIA CARLA,QUINTANA,JQUINTANILLA@UNIVISION.NET
19440303,SIMON IMRE,ORHA,2011-05-28,M,,4084 S NIAGARA WAY,80237-2070,BOGLARKA LIZA,ORHA,
19441512,GARRETT DANIEL,BRASWELL,2009-03-28,M,3034049489,12226 COLORADO BLVD APT 213,80241-4256,RUSTY WEBSTER,BRASWELL,SMUSTAF1@ASU.EDU
19441416,GABRIELLA LANA,SNOW,2010-10-20,F,,8996 W REMINGTON PL,80128-8318,MAXWELL JERRY,SNOW,LMAXWELL2@BSU.EDU
19442517,PRECIOUS PAOLA,MARTINEZ,2013-01-22,F,3034566879,4595 W YALE AVE,80219-5648,GABRIELA IMELDA,MARTINEZ,GABRIELA.PARADA@ITESM.COM
19439576,KAYLEIGH,LOCKTON,2015-08-20,F,3032906104,371 WAYSON PL,80126-3110,JENN YUNA,LOCKTON,COCOCHANELLEYSL@GMAIL.COM
19439551,RICHARD CARTER,ATKINSON,2008-07-10,M,7204209642,9850 FEDERAL BLVD LOT 92,80260-5770,BROCK,ATKINSON,BANMON@FMFUJI.COM
19442481,NATALIE JANA,KARY,2014-02-22,F,3037660062,7039 W PORTLAND AVE,80128-4710,MIKEY CAIRN,KARY,KARY.MIKEY307@MAKEYOUDANCE.EDU
19443348,GABRIEL JESUS,TRUJILLO,2012-11-11,M,3032215099,8420 SHERIDAN BLVD APT 302,80003-6046,SORAYA SARA,TRUJILLO,ALGO...AYUDA@ABRAZOANIMAL.ORG
19438040,KIANA,STEPHEN,2009-04-05,F,3032162430,6150 E 64TH PL,80022-2702,RICHARD,[''],RICHARDSTEPHEN@GMAIL.COM
19438480,JOSE LUIS,SALGADO,2009-01-03,M,3037796641,11425 CHERRY DR,80233-2730,JOSE M.N.U,SALGADO,CONTACT@AMIENSCLUSTER.COM
19441002,LARISSA LYNN,MCCULLOUGH,2011-02-01,F,,2335 RIDGE CIR,80020-1059,LOLA GILL,MCCULLOUGH,MCCULLOUGH.LOLA308@DJFULLTONO.COM
19441386,MARANDA JENNET,CARTER,2010-06-20,F,3038404606,4375 DAVENPORT WAY,80239-5057,JASON GARRET,COOK,ARBASOEN@OUTLOOK.COM
19439226,STEPHANIE LYNN,INGRAM,2005-05-25,F,3034711142,13281 ELIZABETH ST,80241-2064,SARAH RAINE,INGR,ARRAZZAAQ302@GMAIL.COM
19440966,ANTHONY WILMOT,COX,2011-07-02,M,7204880232,5092 HELENA ST,80239-5604,DUDLEY FREEMAN,COX,USAGENA@UNGGULCENTER.ORG
19443666,AXEL JONAH,SANDOVAL,2014-03-12,M,3036933220,6688 S BRIDGER CT,80121-2358,JOHANNES SONNY,SANDOVAL,HEJ@JOHANNESGUSTAVSSON.COM
